id,same_source
129503,0.5
129504,0.5
129505,0.5
129506,0.5
129507,0.5
129508,0.5
129509,0.5
129510,0.5
129511,0.5
129512,0.5
129513,0.5
129514,0.5
129515,0.5
129516,0.5
129517,0.5
129518,0.5
129519,0.5
129520,0.5
129521,0.5
129522,0.5
129523,0.5
129524,0.5
129525,0.5
129526,0.5
129527,0.5
129528,0.5
129529,0.5
129530,0.5
129531,0.5
129532,0.5
129533,0.5
129534,0.5
129535,0.5
129536,0.5
129537,0.5
129538,0.5
129539,0.5
129540,0.5
129541,0.5
129542,0.5
129543,0.5
129544,0.5
129545,0.5
129546,0.5
129547,0.5
129548,0.5
129549,0.5
129550,0.5
129551,0.5
129552,0.5
129553,0.5
129554,0.5
129555,0.5
129556,0.5
129557,0.5
129558,0.5
129559,0.5
129560,0.5
129561,0.5
129562,0.5
129563,0.5
129564,0.5
129565,0.5
129566,0.5
129567,0.5
129568,0.5
129569,0.5
129570,0.5
129571,0.5
129572,0.5
129573,0.5
129574,0.5
129575,0.5
129576,0.5
129577,0.5
129578,0.5
129579,0.5
129580,0.5
129581,0.5
129582,0.5
129583,0.5
129584,0.5
129585,0.5
129586,0.5
129587,0.5
129588,0.5
129589,0.5
129590,0.5
129591,0.5
129592,0.5
129593,0.5
129594,0.5
129595,0.5
129596,0.5
129597,0.5
129598,0.5
129599,0.5
129600,0.5
129601,0.5
129602,0.5
129603,0.5
129604,0.5
129605,0.5
129606,0.5
129607,0.5
129608,0.5
129609,0.5
129610,0.5
129611,0.5
129612,0.5
129613,0.5
129614,0.5
129615,0.5
129616,0.5
129617,0.5
129618,0.5
129619,0.5
129620,0.5
129621,0.5
129622,0.5
129623,0.5
129624,0.5
129625,0.5
129626,0.5
129627,0.5
129628,0.5
129629,0.5
129630,0.5
129631,0.5
129632,0.5
129633,0.5
129634,0.5
129635,0.5
129636,0.5
129637,0.5
129638,0.5
129639,0.5
129640,0.5
129641,0.5
129642,0.5
129643,0.5
129644,0.5
129645,0.5
129646,0.5
129647,0.5
129648,0.5
129649,0.5
129650,0.5
129651,0.5
129652,0.5
129653,0.5
129654,0.5
129655,0.5
129656,0.5
129657,0.5
129658,0.5
129659,0.5
129660,0.5
129661,0.5
129662,0.5
129663,0.5
129664,0.5
129665,0.5
129666,0.5
129667,0.5
129668,0.5
129669,0.5
129670,0.5
129671,0.5
129672,0.5
129673,0.5
129674,0.5
129675,0.5
129676,0.5
129677,0.5
129678,0.5
129679,0.5
129680,0.5
129681,0.5
129682,0.5
129683,0.5
129684,0.5
129685,0.5
129686,0.5
129687,0.5
129688,0.5
129689,0.5
129690,0.5
129691,0.5
129692,0.5
129693,0.5
129694,0.5
129695,0.5
129696,0.5
129697,0.5
129698,0.5
129699,0.5
129700,0.5
129701,0.5
129702,0.5
129703,0.5
129704,0.5
129705,0.5
129706,0.5
129707,0.5
129708,0.5
129709,0.5
129710,0.5
129711,0.5
129712,0.5
129713,0.5
129714,0.5
129715,0.5
129716,0.5
129717,0.5
129718,0.5
129719,0.5
129720,0.5
129721,0.5
129722,0.5
129723,0.5
129724,0.5
129725,0.5
129726,0.5
129727,0.5
129728,0.5
129729,0.5
129730,0.5
129731,0.5
129732,0.5
129733,0.5
129734,0.5
129735,0.5
129736,0.5
129737,0.5
129738,0.5
129739,0.5
129740,0.5
129741,0.5
129742,0.5
129743,0.5
129744,0.5
129745,0.5
129746,0.5
129747,0.5
129748,0.5
129749,0.5
129750,0.5
129751,0.5
129752,0.5
129753,0.5
129754,0.5
129755,0.5
129756,0.5
129757,0.5
129758,0.5
129759,0.5
129760,0.5
129761,0.5
129762,0.5
129763,0.5
129764,0.5
129765,0.5
129766,0.5
129767,0.5
129768,0.5
129769,0.5
129770,0.5
129771,0.5
129772,0.5
129773,0.5
129774,0.5
129775,0.5
129776,0.5
129777,0.5
129778,0.5
129779,0.5
129780,0.5
129781,0.5
129782,0.5
129783,0.5
129784,0.5
129785,0.5
129786,0.5
129787,0.5
129788,0.5
129789,0.5
129790,0.5
129791,0.5
129792,0.5
129793,0.5
129794,0.5
129795,0.5
129796,0.5
129797,0.5
129798,0.5
129799,0.5
129800,0.5
129801,0.5
129802,0.5
129803,0.5
129804,0.5
129805,0.5
129806,0.5
129807,0.5
129808,0.5
129809,0.5
129810,0.5
129811,0.5
129812,0.5
129813,0.5
129814,0.5
129815,0.5
129816,0.5
129817,0.5
129818,0.5
129819,0.5
129820,0.5
129821,0.5
129822,0.5
129823,0.5
129824,0.5
129825,0.5
129826,0.5
129827,0.5
129828,0.5
129829,0.5
129830,0.5
129831,0.5
129832,0.5
129833,0.5
129834,0.5
129835,0.5
129836,0.5
129837,0.5
129838,0.5
129839,0.5
129840,0.5
129841,0.5
129842,0.5
129843,0.5
129844,0.5
129845,0.5
129846,0.5
129847,0.5
129848,0.5
129849,0.5
129850,0.5
129851,0.5
129852,0.5
129853,0.5
129854,0.5
129855,0.5
129856,0.5
129857,0.5
129858,0.5
129859,0.5
129860,0.5
129861,0.5
129862,0.5
129863,0.5
129864,0.5
129865,0.5
129866,0.5
129867,0.5
129868,0.5
129869,0.5
129870,0.5
129871,0.5
129872,0.5
129873,0.5
129874,0.5
129875,0.5
129876,0.5
129877,0.5
129878,0.5
129879,0.5
129880,0.5
129881,0.5
129882,0.5
129883,0.5
129884,0.5
129885,0.5
129886,0.5
129887,0.5
129888,0.5
129889,0.5
129890,0.5
129891,0.5
129892,0.5
129893,0.5
129894,0.5
129895,0.5
129896,0.5
129897,0.5
129898,0.5
129899,0.5
129900,0.5
129901,0.5
129902,0.5
129903,0.5
129904,0.5
129905,0.5
129906,0.5
129907,0.5
129908,0.5
129909,0.5
129910,0.5
129911,0.5
129912,0.5
129913,0.5
129914,0.5
129915,0.5
129916,0.5
129917,0.5
129918,0.5
129919,0.5
129920,0.5
129921,0.5
129922,0.5
129923,0.5
129924,0.5
129925,0.5
129926,0.5
129927,0.5
129928,0.5
129929,0.5
129930,0.5
129931,0.5
129932,0.5
129933,0.5
129934,0.5
129935,0.5
129936,0.5
129937,0.5
129938,0.5
129939,0.5
129940,0.5
129941,0.5
129942,0.5
129943,0.5
129944,0.5
129945,0.5
129946,0.5
129947,0.5
129948,0.5
129949,0.5
129950,0.5
129951,0.5
129952,0.5
129953,0.5
129954,0.5
129955,0.5
129956,0.5
129957,0.5
129958,0.5
129959,0.5
129960,0.5
129961,0.5
129962,0.5
129963,0.5
129964,0.5
129965,0.5
129966,0.5
129967,0.5
129968,0.5
129969,0.5
129970,0.5
129971,0.5
129972,0.5
129973,0.5
129974,0.5
129975,0.5
129976,0.5
129977,0.5
129978,0.5
129979,0.5
129980,0.5
129981,0.5
129982,0.5
129983,0.5
129984,0.5
129985,0.5
129986,0.5
129987,0.5
129988,0.5
129989,0.5
129990,0.5
129991,0.5
129992,0.5
129993,0.5
129994,0.5
129995,0.5
129996,0.5
129997,0.5
129998,0.5
129999,0.5
130000,0.5
130001,0.5
130002,0.5
130003,0.5
130004,0.5
130005,0.5
130006,0.5
130007,0.5
130008,0.5
130009,0.5
130010,0.5
130011,0.5
130012,0.5
130013,0.5
130014,0.5
130015,0.5
130016,0.5
130017,0.5
130018,0.5
130019,0.5
130020,0.5
130021,0.5
130022,0.5
130023,0.5
130024,0.5
130025,0.5
130026,0.5
130027,0.5
130028,0.5
130029,0.5
130030,0.5
130031,0.5
130032,0.5
130033,0.5
130034,0.5
130035,0.5
130036,0.5
130037,0.5
130038,0.5
130039,0.5
130040,0.5
130041,0.5
130042,0.5
130043,0.5
130044,0.5
130045,0.5
130046,0.5
130047,0.5
130048,0.5
130049,0.5
130050,0.5
130051,0.5
130052,0.5
130053,0.5
130054,0.5
130055,0.5
130056,0.5
130057,0.5
130058,0.5
130059,0.5
130060,0.5
130061,0.5
130062,0.5
130063,0.5
130064,0.5
130065,0.5
130066,0.5
130067,0.5
130068,0.5
130069,0.5
130070,0.5
130071,0.5
130072,0.5
130073,0.5
130074,0.5
130075,0.5
130076,0.5
130077,0.5
130078,0.5
130079,0.5
130080,0.5
130081,0.5
130082,0.5
130083,0.5
130084,0.5
130085,0.5
130086,0.5
130087,0.5
130088,0.5
130089,0.5
130090,0.5
130091,0.5
130092,0.5
130093,0.5
130094,0.5
130095,0.5
130096,0.5
130097,0.5
130098,0.5
130099,0.5
130100,0.5
130101,0.5
130102,0.5
130103,0.5
130104,0.5
130105,0.5
130106,0.5
130107,0.5
130108,0.5
130109,0.5
130110,0.5
130111,0.5
130112,0.5
130113,0.5
130114,0.5
130115,0.5
130116,0.5
130117,0.5
130118,0.5
130119,0.5
130120,0.5
130121,0.5
130122,0.5
130123,0.5
130124,0.5
130125,0.5
130126,0.5
130127,0.5
130128,0.5
130129,0.5
130130,0.5
130131,0.5
130132,0.5
130133,0.5
130134,0.5
130135,0.5
130136,0.5
130137,0.5
130138,0.5
130139,0.5
130140,0.5
130141,0.5
130142,0.5
130143,0.5
130144,0.5
130145,0.5
130146,0.5
130147,0.5
130148,0.5
130149,0.5
130150,0.5
130151,0.5
130152,0.5
130153,0.5
130154,0.5
130155,0.5
130156,0.5
130157,0.5
130158,0.5
130159,0.5
130160,0.5
130161,0.5
130162,0.5
130163,0.5
130164,0.5
130165,0.5
130166,0.5
130167,0.5
130168,0.5
130169,0.5
130170,0.5
130171,0.5
130172,0.5
130173,0.5
130174,0.5
130175,0.5
130176,0.5
130177,0.5
130178,0.5
130179,0.5
130180,0.5
130181,0.5
130182,0.5
130183,0.5
130184,0.5
130185,0.5
130186,0.5
130187,0.5
130188,0.5
130189,0.5
130190,0.5
130191,0.5
130192,0.5
130193,0.5
130194,0.5
130195,0.5
130196,0.5
130197,0.5
130198,0.5
130199,0.5
130200,0.5
130201,0.5
130202,0.5
130203,0.5
130204,0.5
130205,0.5
130206,0.5
130207,0.5
130208,0.5
130209,0.5
130210,0.5
130211,0.5
130212,0.5
130213,0.5
130214,0.5
130215,0.5
130216,0.5
130217,0.5
130218,0.5
130219,0.5
130220,0.5
130221,0.5
130222,0.5
130223,0.5
130224,0.5
130225,0.5
130226,0.5
130227,0.5
130228,0.5
130229,0.5
130230,0.5
130231,0.5
130232,0.5
130233,0.5
130234,0.5
130235,0.5
130236,0.5
130237,0.5
130238,0.5
130239,0.5
130240,0.5
130241,0.5
130242,0.5
130243,0.5
130244,0.5
130245,0.5
130246,0.5
130247,0.5
130248,0.5
130249,0.5
130250,0.5
130251,0.5
130252,0.5
130253,0.5
130254,0.5
130255,0.5
130256,0.5
130257,0.5
130258,0.5
130259,0.5
130260,0.5
130261,0.5
130262,0.5
130263,0.5
130264,0.5
130265,0.5
130266,0.5
130267,0.5
130268,0.5
130269,0.5
130270,0.5
130271,0.5
130272,0.5
130273,0.5
130274,0.5
130275,0.5
130276,0.5
130277,0.5
130278,0.5
130279,0.5
130280,0.5
130281,0.5
130282,0.5
130283,0.5
130284,0.5
130285,0.5
130286,0.5
130287,0.5
130288,0.5
130289,0.5
130290,0.5
130291,0.5
130292,0.5
130293,0.5
130294,0.5
130295,0.5
130296,0.5
130297,0.5
130298,0.5
130299,0.5
130300,0.5
130301,0.5
130302,0.5
130303,0.5
130304,0.5
130305,0.5
130306,0.5
130307,0.5
130308,0.5
130309,0.5
130310,0.5
130311,0.5
130312,0.5
130313,0.5
130314,0.5
130315,0.5
130316,0.5
130317,0.5
130318,0.5
130319,0.5
130320,0.5
130321,0.5
130322,0.5
130323,0.5
130324,0.5
130325,0.5
130326,0.5
130327,0.5
130328,0.5
130329,0.5
130330,0.5
130331,0.5
130332,0.5
130333,0.5
130334,0.5
130335,0.5
130336,0.5
130337,0.5
130338,0.5
130339,0.5
130340,0.5
130341,0.5
130342,0.5
130343,0.5
130344,0.5
130345,0.5
130346,0.5
130347,0.5
130348,0.5
130349,0.5
130350,0.5
130351,0.5
130352,0.5
130353,0.5
130354,0.5
130355,0.5
130356,0.5
130357,0.5
130358,0.5
130359,0.5
130360,0.5
130361,0.5
130362,0.5
130363,0.5
130364,0.5
130365,0.5
130366,0.5
130367,0.5
130368,0.5
130369,0.5
130370,0.5
130371,0.5
130372,0.5
130373,0.5
130374,0.5
130375,0.5
130376,0.5
130377,0.5
130378,0.5
130379,0.5
130380,0.5
130381,0.5
130382,0.5
130383,0.5
130384,0.5
130385,0.5
130386,0.5
130387,0.5
130388,0.5
130389,0.5
130390,0.5
130391,0.5
130392,0.5
130393,0.5
130394,0.5
130395,0.5
130396,0.5
130397,0.5
130398,0.5
130399,0.5
130400,0.5
130401,0.5
130402,0.5
130403,0.5
130404,0.5
130405,0.5
130406,0.5
130407,0.5
130408,0.5
130409,0.5
130410,0.5
130411,0.5
130412,0.5
130413,0.5
130414,0.5
130415,0.5
130416,0.5
130417,0.5
130418,0.5
130419,0.5
130420,0.5
130421,0.5
130422,0.5
130423,0.5
130424,0.5
130425,0.5
130426,0.5
130427,0.5
130428,0.5
130429,0.5
130430,0.5
130431,0.5
130432,0.5
130433,0.5
130434,0.5
130435,0.5
130436,0.5
130437,0.5
130438,0.5
130439,0.5
130440,0.5
130441,0.5
130442,0.5
130443,0.5
130444,0.5
130445,0.5
130446,0.5
130447,0.5
130448,0.5
130449,0.5
130450,0.5
130451,0.5
130452,0.5
130453,0.5
130454,0.5
130455,0.5
130456,0.5
130457,0.5
130458,0.5
130459,0.5
130460,0.5
130461,0.5
130462,0.5
130463,0.5
130464,0.5
130465,0.5
130466,0.5
130467,0.5
130468,0.5
130469,0.5
130470,0.5
130471,0.5
130472,0.5
130473,0.5
130474,0.5
130475,0.5
130476,0.5
130477,0.5
130478,0.5
130479,0.5
130480,0.5
130481,0.5
130482,0.5
130483,0.5
130484,0.5
130485,0.5
130486,0.5
130487,0.5
130488,0.5
130489,0.5
130490,0.5
130491,0.5
130492,0.5
130493,0.5
130494,0.5
130495,0.5
130496,0.5
130497,0.5
130498,0.5
130499,0.5
130500,0.5
130501,0.5
130502,0.5
130503,0.5
130504,0.5
130505,0.5
130506,0.5
130507,0.5
130508,0.5
130509,0.5
130510,0.5
130511,0.5
130512,0.5
130513,0.5
130514,0.5
130515,0.5
130516,0.5
130517,0.5
130518,0.5
130519,0.5
130520,0.5
130521,0.5
130522,0.5
130523,0.5
130524,0.5
130525,0.5
130526,0.5
130527,0.5
130528,0.5
130529,0.5
130530,0.5
130531,0.5
130532,0.5
130533,0.5
130534,0.5
130535,0.5
130536,0.5
130537,0.5
130538,0.5
130539,0.5
130540,0.5
130541,0.5
130542,0.5
130543,0.5
130544,0.5
130545,0.5
130546,0.5
130547,0.5
130548,0.5
130549,0.5
130550,0.5
130551,0.5
130552,0.5
130553,0.5
130554,0.5
130555,0.5
130556,0.5
130557,0.5
130558,0.5
130559,0.5
130560,0.5
130561,0.5
130562,0.5
130563,0.5
130564,0.5
130565,0.5
130566,0.5
130567,0.5
130568,0.5
130569,0.5
130570,0.5
130571,0.5
130572,0.5
130573,0.5
130574,0.5
130575,0.5
130576,0.5
130577,0.5
130578,0.5
130579,0.5
130580,0.5
130581,0.5
130582,0.5
130583,0.5
130584,0.5
130585,0.5
130586,0.5
130587,0.5
130588,0.5
130589,0.5
130590,0.5
130591,0.5
130592,0.5
130593,0.5
130594,0.5
130595,0.5
130596,0.5
130597,0.5
130598,0.5
130599,0.5
130600,0.5
130601,0.5
130602,0.5
130603,0.5
130604,0.5
130605,0.5
130606,0.5
130607,0.5
130608,0.5
130609,0.5
130610,0.5
130611,0.5
130612,0.5
130613,0.5
130614,0.5
130615,0.5
130616,0.5
130617,0.5
130618,0.5
130619,0.5
130620,0.5
130621,0.5
130622,0.5
130623,0.5
130624,0.5
130625,0.5
130626,0.5
130627,0.5
130628,0.5
130629,0.5
130630,0.5
130631,0.5
130632,0.5
130633,0.5
130634,0.5
130635,0.5
130636,0.5
130637,0.5
130638,0.5
130639,0.5
130640,0.5
130641,0.5
130642,0.5
130643,0.5
130644,0.5
130645,0.5
130646,0.5
130647,0.5
130648,0.5
130649,0.5
130650,0.5
130651,0.5
130652,0.5
130653,0.5
130654,0.5
130655,0.5
130656,0.5
130657,0.5
130658,0.5
130659,0.5
130660,0.5
130661,0.5
130662,0.5
130663,0.5
130664,0.5
130665,0.5
130666,0.5
130667,0.5
130668,0.5
130669,0.5
130670,0.5
130671,0.5
130672,0.5
130673,0.5
130674,0.5
130675,0.5
130676,0.5
130677,0.5
130678,0.5
130679,0.5
130680,0.5
130681,0.5
130682,0.5
130683,0.5
130684,0.5
130685,0.5
130686,0.5
130687,0.5
130688,0.5
130689,0.5
130690,0.5
130691,0.5
130692,0.5
130693,0.5
130694,0.5
130695,0.5
130696,0.5
130697,0.5
130698,0.5
130699,0.5
130700,0.5
130701,0.5
130702,0.5
130703,0.5
130704,0.5
130705,0.5
130706,0.5
130707,0.5
130708,0.5
130709,0.5
130710,0.5
130711,0.5
130712,0.5
130713,0.5
130714,0.5
130715,0.5
130716,0.5
130717,0.5
130718,0.5
130719,0.5
130720,0.5
130721,0.5
130722,0.5
130723,0.5
130724,0.5
130725,0.5
130726,0.5
130727,0.5
130728,0.5
130729,0.5
130730,0.5
130731,0.5
130732,0.5
130733,0.5
130734,0.5
130735,0.5
130736,0.5
130737,0.5
130738,0.5
130739,0.5
130740,0.5
130741,0.5
130742,0.5
130743,0.5
130744,0.5
130745,0.5
130746,0.5
130747,0.5
130748,0.5
130749,0.5
130750,0.5
130751,0.5
130752,0.5
130753,0.5
130754,0.5
130755,0.5
130756,0.5
130757,0.5
130758,0.5
130759,0.5
130760,0.5
130761,0.5
130762,0.5
130763,0.5
130764,0.5
130765,0.5
130766,0.5
130767,0.5
130768,0.5
130769,0.5
130770,0.5
130771,0.5
130772,0.5
130773,0.5
130774,0.5
130775,0.5
130776,0.5
130777,0.5
130778,0.5
130779,0.5
130780,0.5
130781,0.5
130782,0.5
130783,0.5
130784,0.5
130785,0.5
130786,0.5
130787,0.5
130788,0.5
130789,0.5
130790,0.5
130791,0.5
130792,0.5
130793,0.5
130794,0.5
130795,0.5
130796,0.5
130797,0.5
130798,0.5
130799,0.5
130800,0.5
130801,0.5
130802,0.5
130803,0.5
130804,0.5
130805,0.5
130806,0.5
130807,0.5
130808,0.5
130809,0.5
130810,0.5
130811,0.5
130812,0.5
130813,0.5
130814,0.5
130815,0.5
130816,0.5
130817,0.5
130818,0.5
130819,0.5
130820,0.5
130821,0.5
130822,0.5
130823,0.5
130824,0.5
130825,0.5
130826,0.5
130827,0.5
130828,0.5
130829,0.5
130830,0.5
130831,0.5
130832,0.5
130833,0.5
130834,0.5
130835,0.5
130836,0.5
130837,0.5
130838,0.5
130839,0.5
130840,0.5
130841,0.5
130842,0.5
130843,0.5
130844,0.5
130845,0.5
130846,0.5
130847,0.5
130848,0.5
130849,0.5
130850,0.5
130851,0.5
130852,0.5
130853,0.5
130854,0.5
130855,0.5
130856,0.5
130857,0.5
130858,0.5
130859,0.5
130860,0.5
130861,0.5
130862,0.5
130863,0.5
130864,0.5
130865,0.5
130866,0.5
130867,0.5
130868,0.5
130869,0.5
130870,0.5
130871,0.5
130872,0.5
130873,0.5
130874,0.5
130875,0.5
130876,0.5
130877,0.5
130878,0.5
130879,0.5
130880,0.5
130881,0.5
130882,0.5
130883,0.5
130884,0.5
130885,0.5
130886,0.5
130887,0.5
130888,0.5
130889,0.5
130890,0.5
130891,0.5
130892,0.5
130893,0.5
130894,0.5
130895,0.5
130896,0.5
130897,0.5
130898,0.5
130899,0.5
130900,0.5
130901,0.5
130902,0.5
130903,0.5
130904,0.5
130905,0.5
130906,0.5
130907,0.5
130908,0.5
130909,0.5
130910,0.5
130911,0.5
130912,0.5
130913,0.5
130914,0.5
130915,0.5
130916,0.5
130917,0.5
130918,0.5
130919,0.5
130920,0.5
130921,0.5
130922,0.5
130923,0.5
130924,0.5
130925,0.5
130926,0.5
130927,0.5
130928,0.5
130929,0.5
130930,0.5
130931,0.5
130932,0.5
130933,0.5
130934,0.5
130935,0.5
130936,0.5
130937,0.5
130938,0.5
130939,0.5
130940,0.5
130941,0.5
130942,0.5
130943,0.5
130944,0.5
130945,0.5
130946,0.5
130947,0.5
130948,0.5
130949,0.5
130950,0.5
130951,0.5
130952,0.5
130953,0.5
130954,0.5
130955,0.5
130956,0.5
130957,0.5
130958,0.5
130959,0.5
130960,0.5
130961,0.5
130962,0.5
130963,0.5
130964,0.5
130965,0.5
130966,0.5
130967,0.5
130968,0.5
130969,0.5
130970,0.5
130971,0.5
130972,0.5
130973,0.5
130974,0.5
130975,0.5
130976,0.5
130977,0.5
130978,0.5
130979,0.5
130980,0.5
130981,0.5
130982,0.5
130983,0.5
130984,0.5
130985,0.5
130986,0.5
130987,0.5
130988,0.5
130989,0.5
130990,0.5
130991,0.5
130992,0.5
130993,0.5
130994,0.5
130995,0.5
130996,0.5
130997,0.5
130998,0.5
130999,0.5
131000,0.5
131001,0.5
131002,0.5
131003,0.5
131004,0.5
131005,0.5
131006,0.5
131007,0.5
131008,0.5
131009,0.5
131010,0.5
131011,0.5
131012,0.5
131013,0.5
131014,0.5
131015,0.5
131016,0.5
131017,0.5
131018,0.5
131019,0.5
131020,0.5
131021,0.5
131022,0.5
131023,0.5
131024,0.5
131025,0.5
131026,0.5
131027,0.5
131028,0.5
131029,0.5
131030,0.5
131031,0.5
131032,0.5
131033,0.5
131034,0.5
131035,0.5
131036,0.5
131037,0.5
131038,0.5
131039,0.5
131040,0.5
131041,0.5
131042,0.5
131043,0.5
131044,0.5
131045,0.5
131046,0.5
131047,0.5
131048,0.5
131049,0.5
131050,0.5
131051,0.5
131052,0.5
131053,0.5
131054,0.5
131055,0.5
131056,0.5
131057,0.5
131058,0.5
131059,0.5
131060,0.5
131061,0.5
131062,0.5
131063,0.5
131064,0.5
131065,0.5
131066,0.5
131067,0.5
131068,0.5
131069,0.5
131070,0.5
131071,0.5
131072,0.5
131073,0.5
131074,0.5
131075,0.5
131076,0.5
131077,0.5
131078,0.5
131079,0.5
131080,0.5
131081,0.5
131082,0.5
131083,0.5
131084,0.5
131085,0.5
131086,0.5
131087,0.5
131088,0.5
131089,0.5
131090,0.5
131091,0.5
131092,0.5
131093,0.5
131094,0.5
131095,0.5
131096,0.5
131097,0.5
131098,0.5
131099,0.5
131100,0.5
131101,0.5
131102,0.5
131103,0.5
131104,0.5
131105,0.5
131106,0.5
131107,0.5
131108,0.5
131109,0.5
131110,0.5
131111,0.5
131112,0.5
131113,0.5
131114,0.5
131115,0.5
131116,0.5
131117,0.5
131118,0.5
131119,0.5
131120,0.5
131121,0.5
131122,0.5
131123,0.5
131124,0.5
131125,0.5
131126,0.5
131127,0.5
131128,0.5
131129,0.5
131130,0.5
131131,0.5
131132,0.5
131133,0.5
131134,0.5
131135,0.5
131136,0.5
131137,0.5
131138,0.5
131139,0.5
131140,0.5
131141,0.5
131142,0.5
131143,0.5
131144,0.5
131145,0.5
131146,0.5
131147,0.5
131148,0.5
131149,0.5
131150,0.5
131151,0.5
131152,0.5
131153,0.5
131154,0.5
